Location,Square_Feet,Lot_Size,Bedrooms,Bathrooms,Year_Built,Condition,Has_Basement,Price
Coastal,3612,44211,4,4,1998,Poor,Yes,250462.92
Rural,4267,14425,6,1,1997,Poor,No,757283.67
Urban,1825,10050,2,1,2009,Good,Yes,621140.18
Urban,2866,34636,5,4,2006,Excellent,Yes,821611.89
Urban,4776,19207,6,3,1919,Poor,Yes,812008.17
Urban,2649,12077,5,3,1963,Poor,No,704036.32
Suburban,2815,26192,3,4,1979,Excellent,No,145707.84
Rural,4473,33876,6,2,1903,Excellent,No,904673.65
Urban,1611,46910,3,4,1983,Good,Yes,687172.14
Suburban,2946,43478,1,3,1989,Excellent,Yes,775043.61
Coastal,809,11141,6,2,2021,Good,Yes,586915.16
Urban,1882,38801,2,3,2004,Excellent,No,172219.82
Urban,1206,8859,4,1,1945,Excellent,No,753786.89
Urban,1835,45757,5,2,1965,Poor,Yes,339156.71
Rural,3863,38115,2,4,2000,Excellent,Yes,249376.29
Rural,2591,18553,3,1,1977,Good,No,613154.24
Suburban,2593,8896,3,1,1911,Good,Yes,959592.08
Rural,2969,19024,3,3,1927,Poor,Yes,419041.65
Suburban,3676,43392,2,4,1949,Poor,No,243469.86
Downtown,3739,28163,1,2,2011,Poor,Yes,283559.88
Rural,2013,30561,6,3,2005,Good,No,888701.2
Suburban,3973,15588,5,1,1901,Good,Yes,484648.85
Suburban,1884,11888,3,4,1916,Excellent,No,500095.43
Suburban,1080,6504,3,1,2007,Poor,No,793563.98
Coastal,4038,3807,4,2,1937,Good,Yes,576196.5
Rural,2891,3424,3,4,1999,Excellent,Yes,408059.54
Downtown,1030,40980,4,3,1943,Good,No,996559.91
Coastal,1699,18097,1,1,2018,Good,No,908799.62
Suburban,841,3228,2,2,1992,Good,No,119937.85
Coastal,1531,33259,4,2,1914,Excellent,No,511021.58
Rural,3854,29715,3,1,2015,Poor,Yes,511979.05
Downtown,1901,12846,3,3,1999,Excellent,Yes,555417.0
Downtown,4190,24125,2,1,1923,Poor,Yes,769019.32
Coastal,4309,31504,1,2,1961,Good,Yes,908966.77
Coastal,2077,47754,1,1,1922,Excellent,No,698109.07
Coastal,3223,24135,5,4,1915,Excellent,Yes,813719.86
Suburban,1003,17721,6,1,2021,Excellent,Yes,624055.04
Urban,991,6508,6,3,1925,Excellent,Yes,194918.92
Downtown,2161,4605,6,4,2016,Good,No,810027.54
Rural,4492,40964,6,4,2001,Poor,No,322439.84
Suburban,3852,39583,4,1,1929,Poor,No,956517.93
Downtown,3321,23169,1,1,2004,Poor,No,897711.66
Downtown,1840,16137,5,3,2000,Good,No,849970.62
Suburban,2721,46374,6,4,1900,Poor,No,374360.96
Urban,2226,34422,1,3,1956,Good,No,733591.95
Urban,999,3123,5,4,1904,Good,Yes,822385.91
Urban,4690,38911,5,4,1942,Poor,No,185476.5
Suburban,2817,42601,5,3,1988,Good,Yes,142770.7
Downtown,1449,35312,6,2,1954,Good,No,517164.01
Urban,4703,25695,2,3,2008,Excellent,Yes,691740.34
Coastal,935,29694,5,4,1909,Excellent,No,113604.4
Downtown,1145,3749,4,1,1909,Poor,No,819077.44
Rural,1041,22552,4,4,2018,Excellent,Yes,876614.79
Coastal,1340,20729,3,1,2011,Good,Yes,526645.61
Suburban,907,20083,1,3,1941,Excellent,No,310824.51
Coastal,2538,35142,5,2,1991,Good,Yes,951383.67
Downtown,3282,19731,2,3,1918,Excellent,No,671640.87
Urban,4793,4178,2,1,1965,Good,No,707735.84
Downtown,4421,9271,6,3,1902,Excellent,No,329849.18
Coastal,4896,12258,5,2,1960,Poor,Yes,863139.47
Urban,4010,45119,4,1,2023,Poor,Yes,885488.98
Downtown,2998,10957,1,2,2002,Good,Yes,445117.47
Suburban,3026,20700,1,2,1986,Good,No,948783.29
Downtown,1906,23528,3,4,2010,Good,No,592965.12
Urban,4922,18450,6,4,2011,Good,Yes,261516.57
Suburban,4816,45237,1,2,1997,Good,Yes,123242.19
Suburban,1243,29979,6,4,1988,Excellent,No,838157.6
Urban,4576,12631,4,2,1955,Good,Yes,217950.03
Downtown,2084,18775,6,1,1915,Excellent,Yes,524461.09
Coastal,4708,7164,4,3,2001,Excellent,Yes,352487.53
Downtown,2720,27441,2,2,1901,Good,No,205132.46
Urban,2476,34001,6,3,1900,Good,Yes,300020.97
Rural,3447,34241,5,1,2003,Poor,Yes,701613.03
Coastal,2142,29871,5,3,1990,Poor,No,468002.67
Urban,4874,31707,6,1,1939,Poor,No,642511.0
Suburban,1149,29169,2,3,1905,Poor,No,203242.54
Suburban,1121,31860,5,2,1963,Good,Yes,812447.05
Coastal,2991,37008,1,4,1921,Good,Yes,884275.25
Rural,1753,34791,4,4,2009,Excellent,No,513287.08
Downtown,1853,15983,3,3,1901,Good,No,263650.51
Coastal,4361,11127,2,3,1936,Poor,Yes,515475.31
Coastal,805,11115,3,4,1967,Good,Yes,690303.82
Rural,3183,44294,5,4,2021,Good,Yes,908429.11
Rural,2559,24284,6,4,1961,Excellent,No,344546.14
Downtown,1065,25862,4,4,2021,Poor,No,746071.28
Suburban,4213,34848,6,1,1957,Poor,Yes,791064.36
Urban,4529,44325,5,3,1970,Poor,No,659097.49
Suburban,2638,4049,4,4,1903,Excellent,No,559734.89
Downtown,1610,30163,6,4,1996,Excellent,No,428965.75
Coastal,4569,2357,2,4,1980,Excellent,No,718290.0
Suburban,2754,3648,2,2,1978,Excellent,No,246899.61
Urban,4736,28137,3,2,1910,Poor,No,623943.98
Suburban,3166,46733,4,2,1977,Poor,Yes,427689.24
Coastal,4253,17103,1,2,2023,Poor,No,857413.22
Downtown,1268,27660,2,1,2017,Good,Yes,105098.87
Urban,4370,49962,2,4,1976,Poor,No,973249.79
Urban,4530,23455,5,1,2014,Excellent,No,687102.06
Downtown,3261,9330,3,4,1990,Good,Yes,114012.7
Suburban,4590,21244,4,2,2012,Excellent,No,702619.32
Downtown,3451,11601,2,3,2000,Excellent,Yes,532378.51
Rural,4896,2968,3,4,2013,Poor,Yes,503478.34
Suburban,3253,7762,2,1,1902,Poor,No,738488.04
Rural,1837,28361,5,4,1934,Excellent,No,248767.09
Coastal,2366,14260,5,1,1975,Excellent,No,208245.89
Downtown,4756,43848,4,2,1951,Excellent,Yes,350837.57
Urban,4553,46165,1,3,1924,Poor,No,275627.41
Suburban,1205,42207,4,2,2008,Good,No,393684.9
Rural,2097,6189,2,3,2015,Good,Yes,860167.54
Urban,2553,29427,3,4,2010,Excellent,Yes,124074.86
Suburban,944,9368,1,2,2012,Good,No,263160.56
Rural,2247,7781,2,3,1903,Poor,Yes,367945.6
Rural,2986,34112,1,3,2012,Good,Yes,371263.94
Downtown,2309,31266,1,1,2022,Good,Yes,658645.81
Suburban,1211,10592,1,4,1936,Excellent,Yes,445836.98
Downtown,1396,10398,1,3,2004,Good,No,365634.17
Coastal,4071,41786,5,1,1977,Excellent,Yes,972251.69
Suburban,2520,14571,3,1,2003,Excellent,Yes,149374.06
Rural,3397,24377,1,3,2017,Poor,No,352159.57
Downtown,2827,24529,3,4,1960,Poor,No,490090.34
Rural,4905,22579,4,2,1953,Excellent,No,690017.95
Urban,3122,3427,2,4,1929,Good,No,908142.46
Rural,2412,33990,3,1,1966,Good,No,828938.61
Downtown,954,20758,1,2,1928,Excellent,No,127198.96
Rural,2496,9916,6,3,1996,Excellent,Yes,682789.54
Coastal,3634,24775,3,2,2008,Good,No,843507.08
Suburban,1247,39973,6,3,1992,Good,No,576434.9
Coastal,4490,46485,2,3,1983,Good,Yes,426550.7
Rural,1000,17180,4,4,2013,Excellent,Yes,764120.41
Coastal,4145,21063,6,2,1917,Good,No,575955.43
Downtown,4560,20774,2,4,1952,Excellent,Yes,820982.45
Rural,2974,41588,5,3,1902,Good,Yes,817857.56
Urban,3411,38124,2,3,1914,Excellent,No,661451.05
Suburban,2982,19821,6,4,1978,Poor,Yes,305795.4
Coastal,4019,44641,2,4,1902,Good,No,470974.34
Suburban,4638,27894,6,4,1980,Poor,No,952817.39
Coastal,4024,35135,1,2,1973,Poor,No,955519.1
Suburban,1539,37052,6,3,1975,Excellent,Yes,591444.5
Rural,4299,44529,3,1,1958,Poor,No,382556.26
Suburban,2387,44997,6,3,1944,Good,No,527377.73
Coastal,3298,24522,5,1,1962,Good,Yes,873654.45
Downtown,819,29296,6,3,1932,Poor,No,287838.74
Rural,4219,23350,4,3,1938,Excellent,Yes,634373.04
Suburban,2692,20453,4,1,1991,Excellent,Yes,235194.19
Suburban,2011,3369,3,3,1915,Poor,No,912868.81
Downtown,4185,8602,6,1,1969,Poor,Yes,961342.23
Rural,3199,40180,2,3,1988,Excellent,No,250611.53
Coastal,4636,48855,4,1,2020,Good,No,413161.27
Downtown,4491,31060,6,1,1934,Poor,No,493016.7
Downtown,3603,7080,2,3,2022,Poor,Yes,876905.85
Urban,4327,22365,5,3,1932,Good,Yes,690040.63
Urban,2396,43337,4,4,1932,Excellent,Yes,345047.45
Urban,1277,49941,6,2,2000,Poor,Yes,320385.72
Downtown,1615,14052,2,2,1932,Good,No,735148.9
Suburban,3364,47375,6,2,2004,Excellent,Yes,736656.08
Rural,4187,37335,1,1,1949,Excellent,Yes,272469.92
Urban,3912,45730,1,4,1980,Poor,No,271776.54
Urban,3942,7304,5,1,1953,Good,No,375587.08
Rural,3338,5392,1,1,1944,Poor,No,961195.02
Suburban,3019,5216,6,2,1911,Excellent,No,321708.96
Urban,3912,30411,6,1,1951,Poor,No,192883.19
Downtown,3126,21340,2,3,1928,Excellent,No,302087.52
Coastal,1384,41200,1,3,1924,Good,No,407300.31
Urban,2108,47840,5,2,2014,Poor,No,481809.42
Urban,2396,14700,3,2,1972,Excellent,Yes,778274.53
Coastal,2747,13051,4,4,1931,Excellent,Yes,983079.49
Coastal,4457,29058,3,2,1918,Excellent,Yes,841515.08
Rural,3436,35816,3,2,1953,Excellent,No,705866.82
Suburban,2072,15657,1,2,2008,Good,No,500983.39
Suburban,3413,10430,3,1,2011,Excellent,Yes,677686.94
Urban,3815,29585,6,4,1948,Good,Yes,544062.33
Rural,1895,3344,5,3,1923,Poor,No,425023.05
Downtown,4132,4659,4,1,1936,Poor,Yes,293515.38
Rural,4013,13188,3,4,1932,Poor,No,263759.69
Coastal,3209,32239,6,1,2016,Good,No,466830.97
Coastal,4961,10665,3,2,1956,Excellent,No,843160.27
Coastal,997,7960,6,3,2019,Good,Yes,734343.35
Suburban,3243,12622,2,4,2015,Poor,Yes,211667.27
Downtown,2682,23045,4,3,1985,Good,Yes,681462.92
Downtown,2403,44268,5,2,1928,Poor,No,929059.99
Rural,4761,37159,2,1,2011,Excellent,No,373286.93
Suburban,4624,16273,5,4,1970,Poor,Yes,169967.98
Downtown,1314,21540,6,1,1934,Good,No,574381.16
Downtown,1018,19642,5,4,1951,Excellent,Yes,659998.59
Coastal,3869,2229,3,4,1942,Poor,No,401983.29
Urban,3657,26787,5,1,1956,Poor,No,635680.76
Rural,2906,26714,4,2,1968,Poor,Yes,503526.77
Suburban,4576,34422,1,3,1980,Excellent,Yes,300336.78
Rural,3351,20120,6,4,1931,Good,Yes,718670.14
Coastal,4394,31491,2,1,1968,Good,No,513505.52
Rural,1411,3088,6,2,1942,Excellent,No,103322.41
Urban,2506,23080,4,1,1971,Poor,No,612579.62
Urban,1752,14199,1,2,2021,Good,Yes,784114.76
Coastal,3559,13399,2,2,2003,Poor,Yes,380676.68
Urban,3880,8174,5,4,1941,Good,Yes,313332.06
Urban,4997,18801,5,2,2005,Excellent,Yes,443705.72
Suburban,2836,27667,3,4,1939,Excellent,No,513787.52
Downtown,2323,40762,4,2,1940,Poor,Yes,853700.77
Coastal,2609,15448,6,1,1939,Excellent,No,147745.38
Coastal,3476,5018,5,3,1911,Excellent,No,685237.38
Suburban,3481,47598,6,3,2003,Poor,No,906987.67
Urban,4470,20285,3,2,1903,Poor,No,288386.61
Coastal,3874,47078,1,2,1949,Poor,Yes,815848.07
Downtown,2094,29044,3,3,1957,Excellent,No,798693.58
Urban,2929,24132,2,2,1971,Good,Yes,668419.23
Coastal,3915,3486,1,2,1920,Good,Yes,336087.12
Rural,953,35495,5,1,1941,Excellent,No,780306.94
Downtown,3224,17798,1,2,1933,Excellent,No,663297.14
Suburban,4888,6101,6,3,1916,Good,Yes,897910.43
Rural,1907,5785,3,1,1944,Excellent,Yes,373975.28
Downtown,1447,47933,5,4,1911,Good,No,619502.45
Urban,4221,39413,2,2,1912,Poor,Yes,665845.82
Rural,1922,18487,2,2,1946,Good,No,650600.49
Suburban,1842,49733,4,2,1905,Excellent,No,858990.64
Urban,3849,21668,4,1,2001,Poor,No,650655.96
Suburban,3785,6249,3,4,1936,Good,No,253090.84
Downtown,807,39909,1,3,2002,Good,No,493021.58
Downtown,4488,49689,2,3,1918,Poor,No,851103.24
Suburban,3437,32469,5,1,1932,Excellent,No,436185.91
Suburban,4844,20128,1,1,2014,Excellent,No,481051.88
Downtown,1860,32249,1,4,1985,Poor,Yes,589760.5
Downtown,953,35826,2,1,1968,Poor,Yes,462618.65
Rural,2109,10032,2,3,1900,Poor,Yes,291424.35
Urban,3308,2477,3,1,1908,Poor,No,788522.2
Rural,4849,33292,3,2,2007,Poor,No,900481.92
Downtown,3649,32146,3,4,1961,Good,Yes,713983.67
Rural,3990,12636,1,2,1918,Good,No,246248.54
Urban,1384,14261,6,2,2023,Good,Yes,272263.42
Rural,1676,2299,2,3,1973,Poor,Yes,466290.77
Urban,2234,18399,4,2,2009,Excellent,No,245120.47
Downtown,3610,16543,5,3,1900,Poor,Yes,223396.74
Rural,4734,7548,2,1,2023,Excellent,No,613771.61
Suburban,2756,22357,1,3,1960,Good,No,478163.39
Rural,1279,17580,2,3,1994,Good,Yes,793492.92
Downtown,925,48623,3,4,1967,Poor,Yes,747484.62
Suburban,2061,9422,1,4,1926,Poor,Yes,418009.01
Downtown,1586,24640,4,3,1970,Excellent,Yes,210906.85
Downtown,4477,42416,4,4,1922,Poor,Yes,227769.95
Coastal,3591,41606,2,2,1972,Poor,No,707595.85
Coastal,2021,49016,2,3,2014,Excellent,Yes,951193.21
Rural,3591,48365,2,2,1944,Excellent,Yes,428585.81
Coastal,4906,12169,6,4,1934,Good,No,822195.04
Rural,1252,16505,2,4,1939,Excellent,Yes,168093.38
Suburban,921,49478,4,1,1972,Good,No,763994.53
Coastal,4284,37325,4,2,1910,Poor,No,499439.57
Rural,4614,9562,1,1,1998,Good,Yes,801678.03
Suburban,2133,3380,2,1,2011,Excellent,Yes,716973.14
Downtown,2267,21766,6,4,1914,Poor,Yes,186948.98
Suburban,2522,4911,4,4,2010,Good,No,624560.62
Downtown,1031,45559,3,4,1977,Good,Yes,192620.04
Suburban,1436,45938,4,4,1903,Poor,Yes,839726.01
Suburban,1786,3936,1,4,1975,Poor,Yes,171457.45
Rural,2035,13456,6,2,1901,Good,Yes,966516.48
Suburban,1566,17881,4,1,1979,Excellent,Yes,976718.38
Coastal,1394,3816,3,3,1905,Excellent,Yes,128977.99
Coastal,1320,28230,5,3,1963,Poor,No,159207.82
Coastal,4438,2946,6,3,1975,Good,Yes,681337.88
Coastal,1432,22259,5,3,1961,Excellent,No,618931.87
Suburban,4036,14131,5,3,1947,Good,No,793366.11
Downtown,2834,44908,4,2,1969,Excellent,Yes,927793.06
Downtown,1010,30660,6,4,1991,Poor,No,636704.49
Urban,4468,20456,6,1,1983,Excellent,No,496883.8
Suburban,2172,20249,1,4,1913,Poor,Yes,228250.68
Downtown,4159,49523,2,3,1942,Good,No,731975.37
Urban,4134,15181,4,1,2012,Poor,No,652651.79
Urban,4243,28587,4,1,1997,Poor,Yes,435235.42
Rural,3294,38339,5,2,1910,Excellent,Yes,223928.27
Suburban,3371,12072,4,1,1944,Poor,Yes,857198.91
Downtown,3558,4017,6,2,1968,Excellent,Yes,249266.46
Rural,2712,26528,6,1,1953,Excellent,No,832840.61
Rural,4459,8142,2,4,1964,Good,No,493977.92
Suburban,1823,14159,4,4,1995,Poor,Yes,154744.61
Coastal,2600,47863,6,2,1991,Poor,Yes,755350.15
Rural,3069,49832,2,4,1949,Poor,Yes,974424.14
Downtown,4426,5037,2,3,1987,Good,Yes,968186.68
Downtown,4733,35031,6,1,1993,Excellent,Yes,776754.56
Rural,4373,10102,2,4,1939,Poor,Yes,937953.54
Suburban,4291,43292,2,3,1931,Excellent,Yes,155632.23
Urban,2579,10461,1,4,1927,Good,Yes,398260.02
Coastal,4626,28644,3,1,1944,Good,No,216719.42
Coastal,1116,35973,3,1,1911,Excellent,Yes,956247.76
Rural,1187,24939,4,1,1958,Good,Yes,243346.8
Coastal,3127,16026,6,2,2001,Poor,No,563651.67
Suburban,3902,16419,3,1,2000,Excellent,Yes,380536.78
Coastal,1980,45138,3,3,1901,Excellent,No,916654.54
Downtown,3459,47962,2,1,1966,Excellent,No,503581.43
Rural,3165,9791,3,2,1973,Poor,No,392878.96
Coastal,2183,22773,4,2,2000,Good,Yes,335639.04
Downtown,2604,34741,2,3,1954,Good,Yes,360862.86
Rural,3256,14546,6,4,1927,Good,No,688700.3
Rural,3590,22177,6,2,1982,Good,Yes,707677.85
Coastal,3413,9468,4,3,1964,Excellent,Yes,820729.23
Urban,935,42375,5,4,1956,Poor,No,822662.5
Downtown,1963,3935,1,3,1978,Poor,Yes,222808.73
Coastal,3325,30510,3,1,1927,Poor,No,458583.81
Coastal,4547,22703,1,1,2009,Excellent,No,930778.11
Suburban,4661,40127,1,1,1956,Good,No,382312.92
Downtown,3803,6450,3,4,1972,Good,No,280477.74
Rural,3071,5526,2,1,1933,Good,No,602428.48
Coastal,1583,2174,4,3,2009,Good,No,143323.06
Suburban,2247,38198,1,3,1929,Good,Yes,150981.52
Urban,3632,3300,4,3,2005,Poor,No,125390.89
Downtown,3900,22303,2,4,2023,Poor,No,443497.34
Rural,1200,19264,2,4,1922,Good,No,862419.15
Downtown,3026,44834,2,3,1980,Excellent,No,968077.38
Downtown,2347,26849,5,1,1945,Good,Yes,694069.61
Suburban,2856,29309,5,1,2002,Excellent,No,794218.79
Suburban,3807,46489,4,4,1944,Excellent,No,599556.11
Downtown,3375,46283,1,1,1963,Good,Yes,149673.9
Coastal,2986,36689,5,2,1977,Excellent,Yes,858334.54
Coastal,1719,32022,5,3,1996,Excellent,No,217127.05
Urban,4858,16429,4,4,1926,Poor,No,747207.94
Coastal,3347,14911,6,2,1958,Poor,Yes,573038.94
Suburban,4268,47465,3,4,1964,Good,Yes,910370.85
Downtown,4721,14344,5,4,1989,Excellent,No,858335.27
Suburban,4709,35581,1,2,2006,Good,No,121835.73
Rural,3864,26491,4,4,1928,Excellent,No,928248.21
Rural,2213,17583,1,3,1968,Good,No,311061.31
Downtown,3831,33985,4,4,1959,Excellent,Yes,364294.78
Downtown,1955,14792,4,3,1988,Good,Yes,460136.99
Rural,3560,44853,4,3,1999,Poor,No,972251.97
Urban,2954,19182,1,3,1990,Good,No,193167.41
Coastal,1831,24764,2,1,2016,Excellent,Yes,440775.22
Rural,3375,10776,2,2,1915,Excellent,Yes,669618.7
Rural,4409,41496,2,1,1943,Excellent,No,131216.68
Coastal,1109,5048,5,4,1960,Excellent,No,268580.72
Suburban,2527,41117,1,1,1917,Poor,Yes,125199.49
Downtown,860,27535,1,2,1988,Poor,No,633688.15
Suburban,1351,39335,2,1,2015,Good,Yes,697708.26
Downtown,3796,40451,2,1,1903,Excellent,Yes,169847.71
Rural,1568,11916,2,4,1987,Excellent,No,489788.18
Coastal,4559,33335,4,3,1951,Good,No,435996.11
Suburban,1111,45155,3,1,1996,Good,No,941410.2
Coastal,1744,27147,2,3,1974,Poor,Yes,186305.09
Suburban,3047,3511,1,1,1912,Good,Yes,262258.54
Downtown,2976,35905,2,2,1912,Poor,Yes,619379.02
Coastal,1229,15302,2,2,1936,Good,No,219183.87
Rural,4259,29913,6,4,1965,Good,Yes,758769.09
Coastal,3728,4976,1,4,1970,Excellent,No,291122.37
Suburban,3654,45766,2,2,1975,Excellent,No,616686.03
Suburban,3679,26912,6,2,2010,Excellent,No,942085.26
Urban,2683,33498,1,1,2013,Good,No,700753.13
Suburban,1577,30028,3,2,1967,Good,Yes,498195.38
Urban,3278,47431,5,3,1945,Good,No,840476.15
Coastal,1647,10060,3,4,1997,Excellent,Yes,297113.43
Suburban,3785,10838,4,3,1960,Poor,Yes,858646.63
Coastal,3278,6057,4,1,1947,Poor,No,933662.79
Downtown,2341,12120,6,1,1999,Excellent,No,220947.9
Downtown,1400,40818,2,2,1975,Good,No,991371.09
Rural,4164,7920,3,4,1931,Good,No,228909.23
Coastal,2300,3928,4,2,1955,Good,No,743240.8
Suburban,3308,8244,2,4,1918,Excellent,No,854076.49
Downtown,1294,30427,1,2,1930,Excellent,No,141234.42
Coastal,2248,28177,1,3,2011,Excellent,Yes,252822.53
Suburban,994,19222,2,1,1902,Excellent,Yes,147484.05
Urban,1838,8811,2,2,1928,Excellent,No,323412.83
Coastal,3545,48838,1,4,1977,Poor,Yes,130087.57
Rural,2536,46312,3,4,1974,Excellent,No,811612.82
Downtown,2568,3250,6,1,1980,Good,Yes,533497.97
Downtown,3830,20024,6,1,1963,Poor,No,738802.66
Downtown,4543,37443,3,3,2005,Good,No,705662.94
Rural,3372,14338,4,1,1972,Good,Yes,754316.27
Urban,4548,32229,6,2,1961,Excellent,Yes,109078.2
Rural,3943,46287,1,3,2013,Excellent,No,937675.87
Urban,4325,18116,5,1,2007,Poor,No,717204.02
Downtown,2550,10650,2,3,1988,Excellent,Yes,170600.25
Downtown,2934,26337,4,1,1987,Poor,No,751304.45
Coastal,1782,31339,4,2,1931,Poor,Yes,927829.99
Rural,3279,46455,1,4,1927,Good,No,353130.32
Urban,1798,46170,5,2,1920,Poor,Yes,915660.82
Urban,3249,4923,4,2,1967,Excellent,No,681889.09
Downtown,1272,26934,2,1,1985,Excellent,Yes,226623.71
Rural,1602,14113,5,4,1988,Good,No,704359.91
Coastal,4007,6506,5,1,1978,Excellent,No,896718.44
Urban,3044,18153,3,3,1934,Good,No,124049.35
Suburban,3411,18895,3,3,1964,Good,No,718690.93
Rural,3077,9165,6,1,1936,Poor,No,557577.4
Urban,4024,20950,4,1,1962,Excellent,No,606993.95
Rural,3789,2549,6,2,1994,Poor,No,268274.21
Urban,3771,47249,3,2,1951,Poor,Yes,234986.92
Coastal,3654,10276,1,4,1942,Good,Yes,557250.85
Coastal,2968,26082,3,1,2020,Excellent,Yes,283840.59
Downtown,2808,27791,1,4,1916,Good,No,999097.63
Urban,4927,49226,5,1,2017,Poor,No,958184.8
Suburban,3554,10107,1,1,1950,Excellent,Yes,152329.82
Coastal,4562,24144,5,1,1967,Good,Yes,281235.43
Coastal,3073,23270,6,1,1904,Excellent,Yes,864209.39
Coastal,2389,9289,5,2,1975,Good,Yes,575240.21
Rural,1223,45377,5,1,1927,Poor,No,213454.53
Coastal,2275,49708,2,2,1982,Excellent,Yes,364747.24
Downtown,4911,8342,3,2,2005,Good,No,998175.24
Suburban,3012,45737,5,1,1904,Good,Yes,661370.78
Rural,820,15700,1,1,1942,Poor,No,152637.27
Rural,3088,26563,4,3,1970,Excellent,Yes,890203.8
Urban,1154,16147,1,3,2019,Good,No,286316.82
Downtown,2303,7197,3,3,1924,Excellent,No,871934.54
Suburban,3137,6823,4,2,1921,Excellent,Yes,687885.75
Coastal,4196,49191,1,3,1939,Poor,Yes,736046.65
Coastal,1041,9766,1,4,1920,Poor,Yes,222935.69
Downtown,3967,24460,4,4,1976,Poor,No,693649.22
Rural,2916,20374,2,2,1915,Good,Yes,604980.67
Suburban,4772,14534,2,2,1983,Good,No,973204.71
Rural,1577,41667,3,2,1978,Excellent,No,183894.83
Suburban,2001,13704,1,3,2023,Poor,Yes,655801.83
Rural,4537,21442,6,1,1981,Excellent,No,496706.57
Urban,1620,10444,3,2,1961,Good,Yes,490824.65
Suburban,1771,24613,2,1,2014,Excellent,Yes,239341.22
Rural,4735,18743,2,4,2009,Poor,Yes,690499.93
Coastal,3365,4941,4,3,1995,Excellent,Yes,241431.79
Urban,3076,27418,5,4,1955,Excellent,Yes,617031.42
Urban,2080,9721,2,2,1975,Poor,Yes,690519.23
Downtown,2305,40617,1,1,2006,Good,No,421095.09
Coastal,4500,27387,3,4,1967,Poor,Yes,963031.51
Suburban,4041,19615,5,3,1917,Good,Yes,902068.36
Urban,1682,17634,1,2,1953,Excellent,Yes,414072.6
Coastal,2533,12177,4,1,1908,Poor,Yes,523360.04
Suburban,1996,45118,4,1,2011,Good,Yes,748257.89
Coastal,2475,13119,4,4,1902,Excellent,No,635342.84
Rural,3404,22008,5,4,1985,Excellent,Yes,791718.71
Rural,2039,27369,5,2,1919,Good,No,437131.05
Urban,3182,41701,3,1,1920,Poor,No,243044.41
Urban,4720,33034,5,4,1947,Poor,No,965094.48
Rural,3483,34255,5,2,2011,Good,No,532759.58
Rural,3339,20717,3,1,1909,Excellent,No,332122.34
Suburban,1607,24836,3,2,1961,Excellent,Yes,142692.08
Coastal,4538,33880,1,1,1966,Excellent,No,481173.66
Suburban,3789,2869,5,1,2013,Excellent,No,813651.97
Downtown,4520,22658,6,2,1927,Poor,No,579514.96
Suburban,861,35933,2,3,2015,Poor,No,792559.38
Coastal,3581,46922,2,3,1949,Excellent,No,988786.7
Downtown,4607,25673,4,2,1939,Good,Yes,574595.43
Coastal,4003,2533,6,3,1911,Excellent,No,166405.6
Downtown,2933,13339,4,4,2011,Poor,Yes,833663.94
Urban,3244,44431,4,4,1945,Poor,Yes,110347.36
Coastal,3661,39119,3,3,1960,Excellent,No,775564.61
Rural,3144,48701,4,3,1937,Excellent,No,882440.78
Rural,3937,10497,2,2,1930,Good,No,460430.94
Suburban,880,33103,5,2,1912,Good,Yes,936333.02
Downtown,2379,10724,3,4,1997,Excellent,No,714079.88
Urban,2636,31388,3,1,1983,Excellent,Yes,296712.88
Rural,1284,16209,1,3,1921,Poor,Yes,910344.71
Suburban,3679,41755,2,4,1921,Excellent,No,288975.41
Urban,812,11162,5,1,1988,Excellent,No,813307.38
Coastal,3226,37322,1,1,2005,Poor,No,652349.48
Downtown,2957,27230,3,2,1936,Good,Yes,631180.69
Urban,3805,39467,2,4,1927,Excellent,Yes,737028.21
Downtown,1525,42359,6,3,1932,Excellent,Yes,637452.3
Suburban,2049,5954,3,2,1943,Good,No,106226.74
Urban,4608,35006,6,1,1946,Good,No,641748.4
Coastal,2158,22652,3,1,2014,Excellent,Yes,231559.54
Downtown,2081,29987,2,4,2017,Good,No,402690.09
Rural,2792,3209,3,2,1976,Poor,No,229509.43
Urban,4475,24847,1,1,1974,Good,No,624292.19
Rural,2274,41095,5,2,1947,Excellent,Yes,159748.59
Coastal,3829,9701,5,4,1960,Excellent,No,481998.56
Suburban,3470,13746,1,1,1941,Poor,Yes,422024.91
Rural,4563,26863,1,2,1954,Excellent,No,943350.55
Suburban,1671,47809,1,4,2007,Good,Yes,537230.48
Suburban,3690,48824,5,2,1921,Excellent,Yes,152161.43
Coastal,4394,49447,3,1,1908,Excellent,Yes,733886.99
Suburban,1950,25960,1,3,1972,Poor,Yes,407395.07
Rural,915,3308,4,1,1935,Excellent,Yes,966246.46
Coastal,2877,23241,2,1,1934,Good,Yes,883680.79
Downtown,1118,23385,5,2,1909,Good,No,316800.57
Urban,1377,30981,1,1,1901,Poor,No,569775.38
Rural,2380,32235,1,1,1962,Good,No,985095.51
Downtown,1881,6055,2,1,1989,Good,No,802244.2
Urban,2192,30663,4,1,1981,Poor,No,571326.05
Downtown,4168,26615,1,3,1928,Good,Yes,509624.49
Suburban,1619,16033,4,3,1952,Excellent,Yes,523287.15
Rural,1503,46120,5,4,1934,Good,Yes,286008.06
Rural,4683,22410,6,3,1988,Good,No,974087.28
Urban,4734,40324,2,2,2011,Excellent,Yes,595532.95
